Web Description
"Wisconsin Department of Corrections, the covered entity (CE), reported that the protected health information (PHI) of 1,723 individuals was viewable over the Internet. The PHI involved clinical and diagnostic information. The CE notified HHS, affected individuals, and the media. In its mitigation efforts, the CE revised its policies and procedure regarding the HIPAA Privacy and Security Rules and trained or retrained its workforce. OCR provided technical assistance regarding the HIPAA Rules."
"River Oaks Hospital & Clinics, the covered entity (CE), reported that two workforce members impermissibly accessed the protected health information (PHI) of approximately 2,742 individuals. The PHI included clinical, financial and demographic information. The CE notified HHS, the affected individuals, and the media. In response to the breach, the CE sanctioned the responsible employees and implemented additional administrative and technical safeguards. Staff were retrained."
"The covered entity (CE), Bosch Choice Welfare Benefit Plan, reported that a vendor of its business associate (BA) experienced a cybersecurity incident that affected the protected health information (PHI) of 55,000 individuals. The PHI involved included names, Social Security numbers, dates of birth, claims and health insurance information, and diagnoses/conditions. The CE notified HHS and the BA notified the affected covered entities and the affected individuals. In response to the breach, the CE and BA implemented additional technical safeguards to better protect PHI."
"The covered entity (CE), Fidelis Care New York, reported that a workforce member emailed documents containing the protected health information (PHI) of 1,680 individuals to the wrong recipient. The PHI involved included names, dates of birth, member identification numbers, medications and other treatment information.  The CE notified HHS, the affected individuals, and the media.  In response to the breach, the CE implemented additional administrative safeguards and sanctioned the responsible workforce member."

"The covered entity (CE), Sedgebrook OpCo SL VII LLC, reported that it was the subject of a ransomware attack that affected the protected health information (PHI) of 7,382 individuals. The PHI involved included demographic, clinical, and financial information. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE provided complimentary credit monitoring services to the affected individuals and implemented additional administrative, technical, and security safeguards to better protect its PHI."

"The covered entity (CE), Sapphire Community Health, reported that its business associate (BA) experienced a cyber-attack on its network which contained the protected health information (PHI) of approximately 5,617 individuals. The PHI involved names, addresses, dates of birth, drivers’ license numbers, social security numbers, diagnoses/conditions, lab results, medications, and other treatment information. The CE notified HHS, affected individuals, and the media. OCR provided technical assistance to the CE regarding the HIPAA Rules."
"The covered entity (CE), Central Jersey Medical Center, reported that it experienced a hacking incident that affected the protected health information of 88,000 individuals. The PHI involved included names, Social Security numbers, addresses, dates of birth, claims information, diagnoses/conditions, and treatment information. The CE notified HHS, the affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE implemented additional administrative, technical, and security safeguards, and retrained its workforce members to better protect its PHI. "
"The business associate (BA), McElroy & Associates, Inc., reported that an employee’s email account containing protected health information (PHI) was accessed by an unauthorized threat actor.  According to the breach report, the breach affected approximately 6,633 individuals.  The PHI involved names, dates of births, address/zip codes, social security numbers, drivers’ license numbers, other identifier, claims information, credit card/bank account numbers, medications, diagnosis/conditions, and other treatment information.  The BA notified HHS, affected individuals, and the media.  In its mitigation efforts, the BA provided security awareness training to its workforce and enhanced its access controls to better protect its PHI.  OCR provided technical assistance to the BA regarding the HIPAA Rules and obtained documentation substantiating the BA’s actions."
"The covered entity (CE), Houston Methodist Specialty Physician Group, reported that an employee mailed the protected health information of 2,329 individuals to the wrong recipients. The PHI involved included names and treatment information. The CE notified HHS, the affected individuals and the media. In response to the breach, the CE sanctioned the employee involved and retrained its workforce members to better protect its PHI."
"The covered entity (CE), Dermatology Associates, reported that it was the subject of a ransomware attack that compromised the protected health information (PHI) of approximately 501 individuals. The PHI involved included clinical, demographic, and financial information. The CE notified HHS, the affected individuals, the media, and provided substitute notice. The CE took several corrective actions in response to the breach, including changing passwords and enhancing security controls. OCR provided technical assistance to the CE. "
"Vibra Hospital of Sacramento, LLC, the covered entity (CE), reported that several employees were the targets of an email phishing incident that affected the protected health information (PHI) of 620 individuals.  The PHI included names, dates of birth, addresses, drivers’ license information, Social Security numbers, financial information, diagnoses and conditions, lab results, and other treatment information. The CE notified HHS, affected individuals, and the media. In response to the breach the CE implemented additional administrative and technical safeguards. OCR provided technical assistance regarding the HIPAA Breach Notification Rules. Staff were retrained."
"The covered entity (CE), Innovative Physical Therapy, reported that an employee of its business associate (BA) was the subject of an email phishing attack that affected the protected health information (PHI) of 2,023 individuals. The PHI involved included clinical and demographic information. The CE notified HHS, the affected individuals, the media, and posted substitute notice on their website. In response to the breach, the CE provided complimentary credit monitoring services to the affected individuals and implemented additional administrative, technical, and security safeguards to better protect PHI.
"
"The covered entity (CE), Walgreen Co., reported that the protected health information (PHI) of 2,708 individuals was lost during transport. The PHI involved included names, addresses, medications, and other treatment information. The CE notified HHS, law enforcement, affected individuals, and the media. In its mitigation efforts, the  CE terminated its business relationship with the business associate. OCR provided technical assistance to the CE regarding the HIPAA Rules."
"The covered entity (CE), North Carolina Department of Health and Human Services, reported that an employee of its business associate (BA) mailed the protected health information (PHI) of 3,437 individuals to the wrong recipients. The PHI involved clinical and demographic information. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE and BA implemented additional administrative, technical, and security safeguards and retrained workforce members to better protect its PHI."
"The business associate (BA), Superior Vision Services, Inc., reported that an employee was the target of an email phishing scheme that affected the protected health information (PHI) of approximately 25,341 individuals. The PHI involved demographic information. The BA notified HHS, affected individuals, and the media.  In its mitigation efforts, the BA provided security awareness training to its workforce, strengthened its threat detection and response solutions, and enhanced its access controls to better protect PHI. OCR provided technical assistance to the BA regarding the HIPAA Rules."
"The covered entity (CE), Thomas Davies, DPM reported that its business associate (BA) experienced a hacking attack that compromised the protected health information (PHI) of 25,876 individuals. The PHI involved included demographic and clinical information. The CE notified HHS, affected individuals, and the media. In response to the breach, the CE and BA implemented additional administrative, technical, and security safeguards and offered free credit monitoring. OCR provided technical assistance regarding the HIPAA Rules."
"The business associate (BA), Outcomes One, Inc., reported that an employee was the subject of an email phishing scheme that affected the protected health information (PHI) of 257,481 individuals. The PHI involved included names, dates of birth, medications, and other treatment information. The BA notified HHS, the affected covered entities, the affected individuals, the media, and provided substitute notice. In response to the breach, the BA implemented additional administrative, technical, and security safeguards, and retrained workforce members to better protect PHI."
"Herr Foods, the covered entity(CE) reported that its business associate (BA) experienced a hacking attack that compromised the protected health information (PHI) of 1,164 individuals. The PHI involved included names, birthdates, addresses, claims information, health insurance information, diagnoses, and other treatment information. Following the discovery of the incident, the covered entity provided notice to HHS and the affected individuals. The BA implemented additional administrative, technical, and security safeguards."
"The covered entity (CE), UNC Hospitals, reported that an employee was the target of an email phishing scheme that affected the protected health information (PHI) of 6,377 individuals. The PHI involved included demographic, financial, and clinical information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In its mitigation efforts, the CE implemented additional administrative, technical, and security safeguards to better protect its PHI. OCR provided technical assistance to the CE."
"The covered entity (CE), UNC Chapel Hill – School of Medicine, reported that an employee was the target of an email phishing scheme that affected the protected health information (PHI) of 799 individuals. The PHI involved included demographic, financial, and clinical information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In its mitigation efforts, the CE implemented additional administrative, technical, and security safeguards to better protect its PHI. OCR provided technical assistance to the CE."

"The covered entity (CE), Roush Fenway Keselowski Racing, LLC, reported that it experienced a hacking attack that compromised the protected health information (PHI) of approximately 2,160 individuals. The PHI involved demographic, clinical, and financial information.  The CE notified HHS, affected individuals, and the media.  In its mitigation efforts, the CE enhanced its access controls, retrained its workforce, and strengthened its threat detection solutions to better protect its PHI. OCR provided technical assistance regarding the HIPAA Rules."
"Sentara Health, the covered entity (CE), reported that an employee mailed the protected health information (PHI) of 696 individuals to the wrong recipients. The PHI involved included names, addresses, and treatment information. The CE notified HHS and the affected individuals. The CE also took corrective actions in response to the breach, implementing additional administrative, technical, and security safeguards to better protect its PHI."
"The covered entity (CE), Meridian Valley Laboratories, Inc., reported that it experienced a hacking incident that affected the protected health information (PHI) of 16,341 individuals. The PHI involved included financial, clinical and demographic information. The CE notified HHS, the affected individuals, and provided substitute notice.  In response to the breach, the CE implemented additional administrative, technical, and security safeguards and retrained workforce members to better protect its PHI."
"The covered entity (CE), Northwest Medical Specialties PLLC, reported that it was the subject of a cyber-attack that affected the protected health information (PHI) of 3,864 individuals. The PHI involved included clinical and demographic information. The CE notified HHS, the affected individuals, the media, and posted substitute notice on their website. In response to the breach, the CE provided complimentary credit monitoring services to the affected individuals and implemented additional administrative, technical, and security safeguards to better protect its PHI."
"The covered entity (CE), Children's Center of Hamden, reported that it was the subject of a cyber-attack that affected the protected health information (PHI) of 5,213 individuals. The PHI involved included clinical and demographic information. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE provided complimentary credit monitoring services to the affected individuals and implemented additional administrative, technical, and security safeguards, and retrained workforce members to better protect its PHI."
"
The covered entity (CE), Woodlawn Hospital, reported that it experienced a cyber-attack that compromised the protected health information (PHI of 62,278 individuals, The PHI involved included, demographic and clinical information. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In its mitigation efforts, the CE provided complimentary credit monitoring and restoration services and implemented additional administrative and technical safeguards."


"Cancer Care Center of North Florida, the covered entity (CE), reported that its business associate (BA) experienced a cybersecurity attack that compromised the protected health information (PHI) of 1,798 individuals. The PHI involved included names, addresses, dates of birth, drivers’ license numbers, social security numbers, diagnoses/conditions, diagnostic imaging, diagnostic test results, lab results, medications, financial and health insurance information, and other treatment information. The CE notified HHS, the affected individuals, and the media about the breach as well as posting substitute notice on its website. In its mitigation efforts, the BA implemented additional administrative, technical, and security safeguards to better protect PHI."
"The covered entity (CE), University of Michigan, reported that an employee mailed a postcard which exposed the protected health information (PHI) of 1,015 individuals. The PHI involved included names, addresses, and diagnoses/conditions. The CE notified HHS, affected individuals, and the media. In response to the breach, the CE implemented additional administrative and technical safeguards to better protect PHI. Staff were retrained."
"The covered entity (CE), Integrated Orthopedics of Arizona, reported that an employee was the victim of an email phishing scheme that affected the protected health information (PHI) of 2,916 individuals. The PHI involved included demographic, clinical, and financial information. The CE notified HHS, the affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE provided complimentary credit monitoring to the affected individuals and implemented additional administrative and technical safeguards. Staff were retrained."
"The covered entity (CE), Anderson & Kreiger LLP, reported that its business associate (BA) was the subject of a ransomware attack that affected the protected health information (PHI) of 1,607 individuals. The PHI involved included clinical and demographic information. The CE notified HHS, the affected individuals, the media, and posted substitute notice on their website. "
"The covered entity (CE), West Texas Oral Facial Surgery, reported that it was the subject of a ransomware attack that affected the protected health information (PHI) of 11,151 individuals. The PHI involved included demographic and clinical information. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE implemented additional administrative, technical, and security safeguards, and retrained workforce members to better protect its PHI."
"The covered entity (CE), AVALA Holdings, reported that multiple employees were the subjects of an email phishing scheme that affected the protected health information (PHI) of 22,732 individuals. The PHI involved included clinical and demographic information. The CE notified HHS, the affected individuals, the media, and provided substitute notice.  In response to the breach, the CE provided complimentary credit monitoring services to the affected individuals and implemented additional administrative, technical, and security safeguards to better protect PHI."
"Valley Mountain Regional Center, the business associate (BA), reported that an employee posted the protected health information (PHI) of 529 individuals on its website. The PHI involved included names, addresses, phone numbers, and other identifiers. The BA notified HHS, the affected individuals, and the media. In its mitigation efforts, the BA revised its policies and procedures and implemented additional administrative and security safeguards.

"
"The covered entity (CE), OB/GYN Medical Center Associates, reported that it experienced a hacking attack that compromised the protected health information (PHI) of 2,132 individuals. The PHI involved included clinical information. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE implemented additional administrative, technical, and security safeguards to better protect its PHI."

"The business associate (BA), Jack L Marcus, reported that the BA’s website impermissibly disclosed the protected health information (PHI) of 705 individuals. The PHI involved was limited to the treatment facility names where inmates in the Wisconsin Department of Corrections were located. The BA notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the BA implemented additional administrative, technical, and security safeguards. Staff members were retrained."
"The covered entity (CE), Regional Center of the East Bay, reported that an employee sent an email containing the protected health information (PHI) of 689 individuals to an unintended recipient.  The PHI involved included names, dates of birth, and other identifiers. The CE notified HHS, the affected individuals, and the media regarding the breach.  In response to the breach the CE sent an email reminder to all employees regarding its HIPAA compliance policies and procedures and provided written counseling to the affected employee."
"Community Health Network, the covered entity (CE), reported that an employee was the target of an email phishing scheme that affected the protected health information (PHI) of 15,410 individuals. The PHI included clinical, demographic and financial information. The CE notified HHS, the affected individuals, the media. and posted substitute notice on its website.  In its mitigation efforts, the CE implemented additional technical, administrative and security safeguards."




"The covered entity (CE), Golden State Radiation Oncology, reported that multiple employees of its business associate (BA) was the subject of an email phishing scheme that affected the protected health information (PHI) of 2,130 individuals. The PHI involved included clinical and demographic information. The CE notified HHS, affected individuals, and the media. In response to the breach, the CE provided complimentary credit monitoring services to the affected individuals and implemented additional administrative, technical, and security safeguards to better protect PHI."


"Cerner reported that it experienced a cyberattack that compromised the protected health information (PHI) of 501 individuals. Cerner was acquired by Oracle Corporation in 2022, and as a result, the investigation has closed since Cerner is no longer a covered entity."

"The business associate (BA), Apex Global Solutions, reported that it was the target of a hacking attack that affected the protected health information (PHI) of 1,4741 individuals. The PHI involved included clinical, demographic, and financial information. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE and BA provided complimentary credit monitoring services to the affected individuals and implemented additional administrative, technical, and security safeguards to better protect its PHI."
"The covered entity (CE), Sentara Health, reported a breach after it discovered that two remote workforce members processing their lab requisitions were not the persons the CE hired to do the work. The breach affected the protected health information (PHI) of 13,278 individuals. The PHI involved included names, addresses, dates of birth, Social Security numbers, and lab results. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE provided complimentary credit monitoring services to the affected individuals  and implemented additional administrative, technical, and security safeguards to better protect PHI."
"The covered entity (CE), Select Medical Holdings Corporation, reported that its business associate (BA) experienced a ransomware incident that affected the protected health information (PHI) of 119,525 individuals. The PHI involved demographic and clinical information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring to affected individuals and terminated its contract with BA."
"The business associate (BA), AffirmedRx PBC, reported that an employee mailed the protected health information (PHI) of 1,089 individuals to the wrong recipients. The PHI involved included names and medications. The BA notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the BA implemented additional administrative, technical, and security safeguards, and retrained workforce members to better protect PHI."
"The Business Associate (BA), Ocuco, reported that it experienced a hacking incident that affected the protected health information (PHI) of 240,961 individuals. The PHI involved included names, dates of birth, addresses, drivers’ license numbers, Social Security numbers, claims and financial information, diagnoses/conditions, lab results, medications, and other treatment information. In response to the breach, the BA provided complimentary credit monitoring services to the affected individuals, and implemented additional administrative, technical, and security safeguards to better protect its PHI."
"The covered entity (CE), CareOregon, Inc., reported that an employee was the target of an email phishing scheme that affected the protected health information (PHI) of 1,786 individuals. The PHI involved clinical, demographic and financial information. The CE notified HHS, affected individuals, and the media. In its mitigation efforts, the CE provided security awareness training to its workforce and strengthened its threat detection and response solutions to better protect its PHI.  OCR provided technical assistance to the CE regarding the HIPAA Rules."
"The covered entity (CE), MedStar St. Mary’s Hospital, reported that its business associate (BA) reported that it was the subject of a cybersecurity attack that affected the protected health information (PHI) of 172,915 individuals. The PHI involved included names, addresses, dates of birth, drivers’ license and Social Security numbers, diagnoses/conditions, lab results, medications, and health insurance information. The CE notified HHS, the affected individuals, the media, and provided substitute notice.  In response to the breach, the CE and BA provided complimentary credit monitoring services to the affected individuals and implemented additional safeguards to better protect PHI."
"The covered entity (CE), UChicago Medicine Medical Group, reported that it was the subject of a cybersecurity incident that affected the protected health information of 38,656 individuals. The PHI involved included names, Social Security numbers, addresses, dates of birth, claims information, diagnoses/conditions, and treatment information. The CE notified HHS, the affected individuals and the media. In response to the breach, the CE provided complimentary credit monitoring services to the affected individuals and implemented additional administrative, technical, and security safeguards to better protect its PHI."
"The covered entity (CE), Shore Medical Center, reported that its business associate (BA) was the subject of a cybersecurity incident that affected the protected health information of 31,177 individuals. The PHI involved included names, Social Security numbers, addresses, dates of birth, diagnoses/conditions, and treatment information. The CE notified HHS, the affected individuals and the media. In response to the breach, the CE provided complimentary credit monitoring services to the affected individuals and implemented additional administrative, technical, and security safeguards to better protect PHI."

"The covered entity (CE), Swedish Edmonds Hospital, reported that it experienced a ransomware incident that affected the protected health information (PHI) of 886 individuals. The PHI involved included names, addresses, Social Security numbers, dates of birth, financial information, and other treatment information. The CE notified HHS, affected individuals, and the media. In response to the breach, the CE offered free credit monitoring and implemented additional technical safeguards."
"The covered entity (CE), Radiology Chartered, reported that its  former business associate (BA) experienced a hacking incident that affected the protected health information (PHI) of 12,656 individuals. The PHI involved included names, dates of birth, addresses, and Social Security numbers. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE provided complimentary credit monitoring services to the affected individuals and implemented additional administrative, technical, and security safeguards to better protect its PHI."
"The covered entity (CE), Balance Autism, reported that it was the subject of a ransomware attack that affected the protected health information (PHI) of 1,281 individuals. The PHI involved included names, dates of birth, addresses, Social Security and drivers’ license numbers, diagnoses/conditions, and other treatment information. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE provided complimentary credit monitoring services to the affected individuals and implemented additional administrative, technical, and security safeguards to better protect its PHI."
"The covered entity (CE), Midlothian Pharmacy Compounding & Prescription, reported that an employee inadvertently sent an email that contained the protected health information (PHI) of 1,000 individuals to the wrong recipients. The PHI involved was limited to patient names. The CE notified HHS, affecged individuals, and the media. In response to the breach the CE implemented additional administrative and technical safeguards. OCR provided technical assistance regarding the HIPAA Breach Notification Rules.  Staff were retrained."
"The covered entity (CE), InSider Vision, LLC, reported that an employee emailed the protected health information (PHI) of 1,426 individuals to the wrong recipient. The PHI involved included names, phone numbers, and addresses.  The CE notified HHS and impacted individuals. In response to the breach, the CE implemented additional administrative, technical, and security safeguards, and retrained workforce members to better protect PHI."
"The covered entity (CE), Marlboro-Chesterfield Pathology, P.C., reported that it experienced a hacking incident that affected the protected health information (PHI) of 235,911 individuals. The PHI involved included names, dates of birth, drivers’ license and Social Security numbers, claims and financial information, diagnoses, and lab results. The CE notified HHS, affected individuals, the media, and provided substitute notice. In response to the breach, the CE implemented additional administrative, technical, and security safeguards.
"
"The business associate (BA), Serviceaide, reported that a database containing the protected health information (PHI) of 483,126 individuals was made publicly available via the Internet. The PHI involved included names, Social Security numbers, addresses, diagnoses/conditions, lab results, medications, and other treatment information. The BA notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the BA provided complimentary credit monitoring services and implemented additional administrative, technical, and security safeguards. Staff were retrained."
"The covered entity (CE), The Caring Healthcare Network, LLC, reported that an employee was seen on video printing a document that contained the protected health information (PHI) of approximately 1,019 individuals.  The PHI involved names, addresses and dates of birth. The CE notified HHS of the breach.  In its mitigation efforts, the CE provided security awareness training to its workforce, sanctioned the employee involved in the incident, and increased its HIPAA compliance monitoring to better protect its PHI.  OCR provided technical assistance to the CE regarding the HIPAA Rules."
"The covered entity (CE), Primary Health Care, Inc., reported that that a workforce member inadvertently sent an email that contained the protected health information (PHI) of 787 individuals to the wrong recipients. The PHI involved included names and treatment information. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE implemented additional administrative and technical safeguards and retrained workforce members to better protect PHI.   "
"The covered entity (CE), Schewitz Psychological Services dba Couples Learn, reported that its business associate (BA) experienced a cyberattack affecting the protected health information (PHI) of 3,700 individuals. The PHI involved included names, email addresses, phone numbers, and treatment information. The CE notified HHS, affected individuals, and the media. In its mitigation efforts, the CE and BA implemented additional technical safeguards."
"The covered entity (CE), Arizona Arthritis and Rheumatology Associates, P.C., reported that several employees were the subjects of an email phishing attack that affected the protected health information (PHI) of 5,509 individuals. The PHI involved included names, addresses, dates of birth, claims information, diagnoses/conditions, lab results, medications, and other treatment information. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE provided complimentary credit monitoring services to the affected individuals and implemented additional administrative, technical, and security safeguards, and retrained workforce members to better protect its PHI."
"Lincoln National Corporation dba Lincoln Financial, the covered entity (CE), reported that its business associate (BA) experienced a cyberattack that impacted the protected health information (PHI) for 1,123 individuals. The PHI involved included names, addresses, dates of birth, Social Security numbers, and claims and financial information. The CE notified HHS and the affected individuals. In its mitigation efforts, the CE strengthened passwords and offered credit monitoring.

"

"The covered entity (CE), The Neurological Institute of Savannah & Center for Spine, P.C., reported that it experienced a hacking attack that compromised the protected health information (PHI) of 32,548 individuals. The PHI involved included names, addresses, dates of birth, social security numbers, claims information, diagnoses/conditions, lab results, medications, and other treatment information. The CE notified HHS, affected individuals, and posted substitute notice on its website. In response to the breach, the CE implemented additional administrative, technical, and security safeguards. Staff were retrained."
"Prestonwood Baptist Church reported it experienced a cyber-attack that affected the protected health information of 501 individuals.  After review, it was determined that Prestonwood Baptist Church is not a covered entity.  Therefore, OCR closed the case."
"The covered entity (CE), Marc Irwin Sharfman, M.D., P.A., reported that its business associate (BA) was the subject of a breach that affected the protected health information (PHI) of 650 individuals. The PHI involved included demographic and financial information. The CE notified HHS, the affected individuals, and the media. In response to the breach, the CE provided complimentary credit monitoring services to the affected individuals and the BA implemented additional administrative, technical, and security safeguards to better protect PHI."
"The covered entity (CE), the City of Bristol, TN, reported that its business associate (BA) experienced a hacking incident that affected the protected health information (PHI) of 4,708 individuals. The PHI involved names, addresses, Social Security numbers, claims information, diagnoses/conditions, lab results, medications, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring to affected individuals and the CE and BA implemented additional administrative, technical, and security safeguards."
"Eliza Jennings Senior Care Network, the covered entity (CE), reported that it experienced a cyberattack that compromised the protected health information (PHI) of 845 individuals. The PHI involved included names, addresses, dates of birth, medical diagnoses and treatment information, medication information, vaccination status, health insurance information, and Social Security numbers. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In its mitigation efforts, the CE enhanced its multifactor authentication protocols and closed the firewall port that had been vulnerable.

"
"The covered entity (CE), Charleston Fire Department, reported that an employee was the target of an email phishing scheme that affected the protected health information (PHI) of 2,583 individuals. The PHI involved demographic, clinical, and financial information. The CE notified HHS, the affected individuals, and the media.  In response to the breach, the CE implemented additional safeguards, including multi-factor authentication, revised its policies procedures,  and updated its HIPAA Security Rule Risk Analysis."
"The covered entity (CE), Union Health System, reported that it’s business associate (BA) experienced a hacking attack that compromised the protected health information (PHI) of 262,831 individuals. The PHI involved included names, addresses, drivers’  license and Social Security numbers, diagnoses/conditions, lab results and medications. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE provided complimentary credit monitoring services and implemented additional administrative, technical, and security safeguards to better protect PHI."
"The covered entity (CE), Horizon Behavioral Health, reported that it experienced a ransomware incident that affected the protected heath information (PHI) of 49,303 individuals. The PHI involved included names, dates of birth, social security numbers, drivers’ license numbers, diagnoses, medications, and claims information. The CE notified HHS, affected individuals, the media, and posted substitute notice to its website. In response to the breach, the CE offered free credit monitoring to affected individuals and implemented additional administrative, technical, and security safeguards."
"Rheumatology Associates of Baltimore, the covered entity (CE) reported that its business associate (BA) experienced a cybersecurity incident that affected the protected health information (PHI) of 28,968 individuals. The PHI included names, addresses, dates of birth, and Social Security numbers.   The BA notified impacted individuals and the media and the CE notified HHS of the breach.  In its mitigation efforts, the CE and BA implemented additional administrative and technical safeguards to better protect sensitive data. "
"Langdon Prairie Health, the covered entity (CE), reported that it experienced a breach when an employee included the protected health information (PHI)  of 1,152 individuals in quality assurance reports in violation of its minimum necessary policy. The PHI involved included medical record numbers, dates of birth, dates of service, health care providers, diagnoses, and other treatment information. The CE notified HHS, affected individuals, and the media. In its mitigation efforts, the CE amended and clarified its minimum necessary policy, trained staff on the revised policy, and sent out reminders to department directors not to include PHI in quality assurance reports."
"The covered entity (CE), WPM Pathology Laboratory, Chartered, reported that it experienced a hacking incident that affected the protected health information (PHI) of 5,694 individuals. The PHI involved included names, dates of birth, addresses, drivers’ license and Social Security numbers, and diagnoses and conditions. The CE notified HHS, affected individuals, and the media. In response to the breach, the CE implemented additional administrative, technical, and security safeguards."
"The covered entity (CE), Cardiology Associates of Fredericksburg, reported that it experienced a hacking incident that compromised the protected health information (PHI) of 75,476 individuals. The PHI involved included clinical and demographic information.  The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE implemented additional administrative, technical, and security safeguards to better protect its PHI."


"Highland Rivers Behavioral Health, the covered entity (CE) reported that its business associate was the subject of a cyber-attack that affected the protected health information (PHI) of 2,253 individuals. The PHI involved included names, addresses, claims and financial information, and other treatment information. The CE notified HHS, impacted individuals, and the media.  In its mitigation efforts, the BA implemented additional administrative safeguards to better protect sensitive data. "
"Alternate Solutions Health Network, LLC, the covered entity (CE), reported that an employee was the subject of an email phishing scheme that compromised the protected health information (PHI) of 93,589 individuals. The PHI involved included names, addresses, dates of birth, drivers’ license and Social Security numbers, diagnoses/conditions, lab results, medications, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In its mitigation efforts, the CE implemented multi-factor authentication and provided additional employee training on phishing campaigns."
"The business associate (BA), Scharnhorst Ast Kennnard Griffin, P.C., reported that an employee was the target of an email phishing scheme that affected the protected heath information (PHI) of 639 individuals. The PHI included demographic, clinical, and financial information. The BA notified HHS, affected covered entities, and the affected individuals. In response to the breach, the BA implemented additional administrative, technical, and security safeguards."
"Bassett Healthcare Network, the covered entity (CE), reported that a physician impermissibly accessed the protected health information (PHI) 5,565 individuals without authorization. The PHI involved in the incident included names, addresses, dates of birth, diagnoses, and other treatment information. The CE notified HHS, affected individuals, and the media. Substitute notice was provided on the CE’s website. Upon discovering the incident, the CE sanctioned the physician and implemented additional administrative, technical, and security safeguards."
